Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,CrdY,CrdR,Gls/90,Ast/90,xG/90,market_value_eur_M,over_xG,cluster,cluster_label,GA_pred_lr,GA_pred_rf,xG_diff
Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31.0,769,16,1,0,1,1,0,0.6,0.2,0.6,0.8,4,18,7,0,0,0.118,0.0,0.071,16.3,1,0,Mediocampista Creativo,0.54,0.89,0.4
Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36.0,1060,18,1,0,1,1,0,0.8,0.3,0.8,1.1,4,46,30,1,0,0.085,0.0,0.068,16.6,1,0,Mediocampista Creativo,0.9,1.08,0.2
Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26.0,192,5,0,0,0,0,0,0.1,0.0,0.1,0.1,1,9,2,0,0,0.0,0.0,0.048,12.1,0,0,Mediocampista Creativo,-0.21,0.0,-0.1
Koni De Winter,be BEL,DF,Genoa,it Serie A,22.0,2135,25,3,0,3,3,0,2.1,0.2,2.1,2.3,10,56,10,6,0,0.127,0.0,0.089,25.3,1,1,Delantero Goleador,2.24,2.85,0.9
Amar Dedić,ba BIH,DF,Marseille,fr Ligue 1,21.0,314,10,0,1,1,0,0,0.9,0.9,0.9,1.8,21,16,46,1,0,0.0,0.286,0.257,14.9,0,0,Mediocampista Creativo,1.61,1.12,-0.9
Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28.0,1432,29,2,1,3,2,0,1.7,0.6,1.7,2.4,11,40,36,6,0,0.126,0.063,0.107,34.6,1,0,Mediocampista Creativo,2.17,2.55,0.3
Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28.0,1259,26,6,4,10,3,3,4.7,3.4,1.5,4.9,29,61,106,0,0,0.429,0.286,0.336,96.8,1,1,Delantero Goleador,8.21,9.34,1.3
Enrico Del Prato,it ITA,DF,Parma,it Serie A,24.0,2947,34,4,0,4,4,0,2.0,1.2,2.0,3.2,8,81,31,8,0,0.122,0.0,0.061,28.8,1,1,Delantero Goleador,3.11,3.36,2.0
Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21.0,2593,37,12,2,14,10,2,9.3,1.9,7.8,9.7,61,30,110,12,0,0.417,0.069,0.323,145.8,1,1,Delantero Goleador,11.79,14.06,2.7
Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,23.0,947,20,3,1,4,3,0,1.1,0.8,1.1,1.9,23,26,57,0,0,0.286,0.095,0.105,38.9,1,0,Mediocampista Creativo,1.74,2.96,1.9
Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32.0,607,9,0,0,0,0,0,1.3,0.9,1.3,2.2,4,6,20,1,0,0.0,0.0,0.194,28.2,0,0,Mediocampista Creativo,1.95,0.96,-1.3
Ali Dembélé,fr FRA,DF,Torino,it Serie A,20.0,388,15,1,0,1,1,0,0.4,0.1,0.4,0.5,8,12,8,4,1,0.233,0.0,0.093,16.1,1,0,Mediocampista Creativo,0.24,0.8,0.6
Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27.0,1730,29,21,6,27,20,1,16.6,8.2,15.8,24.0,127,137,252,1,0,1.094,0.312,0.865,200.0,1,1,Delantero Goleador,26.2,25.52,4.4
Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26.0,1855,34,15,1,16,15,0,14.1,1.9,12.4,14.3,20,31,115,2,0,0.728,0.049,0.684,176.5,1,1,Delantero Goleador,16.85,16.96,0.9
Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22.0,2586,31,0,0,0,0,0,2.0,0.8,2.0,2.8,12,79,28,3,0,0.0,0.0,0.07,14.4,0,1,Delantero Goleador,2.74,1.37,-2.0
Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20.0,507,23,1,1,2,1,0,0.8,0.6,0.8,1.4,5,21,13,1,0,0.179,0.179,0.143,27.5,1,0,Mediocampista Creativo,1.16,1.64,0.2
Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,eng Premier League,25.0,264,13,0,1,1,0,0,0.2,1.1,0.2,1.3,5,14,11,0,0,0.0,0.345,0.069,21.1,0,0,Mediocampista Creativo,0.98,1.08,-0.2
Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30.0,3330,37,3,2,5,3,0,2.8,3.9,2.8,6.7,50,224,163,6,0,0.081,0.054,0.076,29.8,1,1,Delantero Goleador,6.99,6.06,0.2
Boulaye Dia,sn SEN,MF,Lazio,it Serie A,27.0,2177,35,9,3,12,9,0,7.1,4.2,7.1,11.3,23,51,114,2,0,0.372,0.124,0.293,87.5,1,1,Delantero Goleador,11.51,12.15,1.9
Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27.0,653,13,2,0,2,2,0,1.5,0.0,1.5,1.5,5,14,2,0,0,0.274,0.0,0.205,21.0,1,0,Mediocampista Creativo,1.32,1.89,0.5
Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,18.0,858,28,2,1,3,2,0,1.0,1.1,1.0,2.2,61,17,77,2,0,0.211,0.105,0.105,46.2,1,0,Mediocampista Creativo,2.05,2.91,1.0
Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23.0,2766,31,4,1,5,4,0,2.3,0.2,2.3,2.5,15,90,3,8,1,0.13,0.033,0.075,31.0,1,1,Delantero Goleador,2.52,3.75,1.7
Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20.0,1628,26,4,1,5,4,0,5.5,1.1,4.7,5.8,24,44,93,6,0,0.221,0.055,0.304,72.5,0,1,Delantero Goleador,6.82,5.85,-1.5
Amad Diallo,ci CIV,MF,Manchester Utd,eng Premier League,22.0,1901,26,8,6,14,8,0,4.7,4.9,4.7,9.6,109,60,200,5,0,0.379,0.284,0.223,85.9,1,1,Delantero Goleador,9.93,12.69,3.3
Assane Diao,sn SEN,FW,Como,it Serie A,18.0,1252,15,8,1,9,8,0,4.0,0.4,4.0,4.4,50,36,116,2,0,0.576,0.072,0.288,98.8,1,0,Mediocampista Creativo,4.62,7.4,4.0
Assane Diao,sn SEN,FW,Betis,es La Liga,18.0,277,10,1,2,3,1,0,0.8,1.5,0.8,2.3,9,1,27,0,0,0.323,0.645,0.258,42.0,1,0,Mediocampista Creativo,2.0,2.85,0.2
Habib Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,20.0,2352,30,4,5,9,2,2,3.3,4.5,1.8,6.3,61,116,114,6,0,0.153,0.192,0.126,59.0,1,1,Delantero Goleador,7.95,8.42,0.7
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23.0,1866,26,0,0,0,0,0,0.0,0.1,0.0,0.2,12,70,31,6,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.09,0.16,0.0
Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27.0,2271,27,0,0,0,0,0,1.5,0.3,1.5,1.8,43,160,8,4,0,0.0,0.0,0.06,13.8,0,1,Delantero Goleador,2.01,0.67,-1.5
Krépin Diatta,sn SEN,DF,Monaco,fr Ligue 1,25.0,508,19,0,0,0,0,0,0.2,0.8,0.2,1.0,17,21,41,3,0,0.0,0.0,0.036,12.2,0,0,Mediocampista Creativo,0.74,0.12,-0.2
Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19.0,582,15,0,1,1,0,0,0.4,0.4,0.4,0.8,9,16,6,0,0,0.0,0.154,0.062,21.4,0,0,Mediocampista Creativo,0.54,0.87,-0.4
Brahim Díaz,ma MAR,FW,Real Madrid,es La Liga,24.0,1385,31,4,2,6,4,0,5.3,3.3,5.3,8.6,39,74,110,0,0,0.26,0.13,0.344,75.8,0,1,Delantero Goleador,8.83,7.4,-1.3
Luis Díaz,co COL,FW,Liverpool,eng Premier League,27.0,2399,36,13,5,18,13,0,12.0,5.0,12.0,17.1,108,110,293,2,0,0.487,0.187,0.449,171.2,1,1,Delantero Goleador,18.02,17.98,1.0
Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26.0,1211,26,3,0,3,3,0,2.4,2.1,1.6,3.7,27,62,49,2,0,0.222,0.0,0.178,38.5,1,0,Mediocampista Creativo,4.47,3.22,0.6
Tyler Dibling,eng ENG,FW,Southampton,eng Premier League,18.0,1874,33,2,0,2,2,0,2.5,1.5,2.5,4.1,69,64,96,6,0,0.096,0.0,0.12,46.2,0,1,Delantero Goleador,4.16,3.22,-0.5
Diego,es ESP,FW,Leganés,es La Liga,24.0,1195,28,3,0,3,3,0,3.8,0.2,3.8,4.0,9,16,49,2,0,0.226,0.0,0.286,57.0,0,0,Mediocampista Creativo,4.01,3.5,-0.8
Justin Diehl,de GER,FW,Stuttgart,de Bundesliga,19.0,104,6,1,0,1,1,0,1.0,0.1,1.0,1.1,5,5,20,0,0,0.833,0.0,0.833,35.0,0,0,Mediocampista Creativo,0.87,0.9,0.0
Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24.0,532,18,3,0,3,2,1,3.1,0.0,2.3,2.4,6,7,35,1,0,0.508,0.0,0.525,55.2,0,0,Mediocampista Creativo,3.05,2.48,-0.1
Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30.0,1463,21,2,1,3,2,0,1.1,0.1,1.1,1.2,12,73,1,1,0,0.123,0.061,0.067,22.3,1,0,Mediocampista Creativo,1.11,2.61,0.9
Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31.0,2351,32,0,4,4,0,0,0.8,4.7,0.8,5.5,23,57,142,4,0,0.0,0.153,0.031,20.2,0,1,Delantero Goleador,5.18,4.79,-0.8
Federico Dimarco,it ITA,DF,Inter,it Serie A,26.0,2140,32,4,7,11,4,0,3.3,6.1,3.3,9.5,47,83,232,3,0,0.168,0.294,0.139,43.0,1,1,Delantero Goleador,9.37,10.65,0.7
Junior Dina Ebimbe,fr FRA,MF,Eint Frankfurt,de Bundesliga,23.0,293,7,0,1,1,0,0,0.9,0.9,0.9,1.8,5,3,27,0,0,0.0,0.303,0.273,22.3,0,0,Mediocampista Creativo,1.52,1.24,-0.9
Eren Dinkçi,de GER,MF,Freiburg,de Bundesliga,22.0,1196,23,0,3,3,0,0,1.1,2.2,1.1,3.3,33,35,71,1,0,0.0,0.226,0.083,28.1,0,0,Mediocampista Creativo,3.13,3.07,-1.1
Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23.0,1945,23,3,2,5,3,0,1.1,0.6,1.1,1.7,8,72,8,6,0,0.139,0.093,0.051,27.7,1,1,Delantero Goleador,1.56,3.48,1.9
Yan Diomandé,ci CIV,MF,Leganés,es La Liga,17.0,545,10,2,1,3,2,0,1.4,0.9,1.4,2.3,37,16,64,1,0,0.328,0.164,0.23,34.0,1,0,Mediocampista Creativo,2.21,2.57,0.6
Issa Diop,fr FRA,DF,Fulham,eng Premier League,27.0,1339,21,0,0,0,0,0,0.5,0.1,0.5,0.6,6,25,3,2,0,0.0,0.0,0.034,12.6,0,0,Mediocampista Creativo,0.35,0.1,-0.5
Sofiane Diop,fr FRA,MF,Nice,fr Ligue 1,24.0,1064,28,6,4,10,6,0,6.0,2.9,6.0,8.9,26,64,70,3,0,0.508,0.339,0.508,72.0,0,0,Mediocampista Creativo,9.14,9.45,0.0
Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21.0,2225,34,1,2,3,1,0,2.9,2.8,2.9,5.7,82,116,94,2,0,0.04,0.081,0.117,34.0,0,1,Delantero Goleador,5.98,4.31,-1.9
Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26.0,663,17,0,0,0,0,0,0.1,0.2,0.1,0.3,1,33,6,1,0,0.0,0.0,0.014,18.2,0,0,Mediocampista Creativo,0.02,0.22,-0.1
Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26.0,490,7,0,0,0,0,0,0.1,0.4,0.1,0.5,10,16,5,2,0,0.0,0.0,0.019,12.1,0,0,Mediocampista Creativo,0.22,0.28,-0.1
Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26.0,364,6,1,0,1,1,0,0.3,0.1,0.3,0.4,6,16,2,1,0,0.25,0.0,0.075,16.0,1,0,Mediocampista Creativo,0.14,0.73,0.7
Roman Dixon,eng ENG,DF,Everton,eng Premier League,19.0,90,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.33,0.0,0.0
Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24.0,659,17,1,0,1,1,0,0.8,0.9,0.8,1.7,22,13,60,2,0,0.137,0.0,0.11,34.5,1,0,Mediocampista Creativo,1.49,1.24,0.2
Djené,tg TOG,DF,Getafe,es La Liga,32.0,2548,31,0,0,0,0,0,0.3,0.6,0.3,0.9,18,74,21,10,1,0.0,0.0,0.011,12.4,0,1,Delantero Goleador,0.73,0.32,-0.3
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31.0,2640,34,1,2,3,1,0,2.7,1.3,2.7,3.9,32,109,42,6,0,0.034,0.068,0.092,22.4,0,1,Delantero Goleador,4.11,3.26,-1.7
Ritsu Doan,jp JPN,FW,Freiburg,de Bundesliga,26.0,2862,34,10,7,17,10,0,6.6,3.7,6.6,10.3,64,130,178,2,0,0.314,0.22,0.208,142.8,1,1,Delantero Goleador,10.79,15.51,3.4
Dodô,br BRA,DF,Fiorentina,it Serie A,25.0,3025,34,0,4,4,0,0,1.4,4.2,1.4,5.6,143,128,193,8,0,0.0,0.119,0.042,20.9,0,1,Delantero Goleador,5.93,4.93,-1.4
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26.0,3060,34,1,1,2,1,0,2.6,1.4,2.6,4.0,13,96,14,4,0,0.029,0.029,0.076,20.5,0,1,Delantero Goleador,3.99,2.49,-1.6
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32.0,2109,30,2,1,3,2,0,1.0,1.5,1.0,2.6,29,79,41,6,0,0.085,0.043,0.043,22.2,1,1,Delantero Goleador,2.41,2.54,1.0
Jeremy Doku,be BEL,FW,Manchester City,eng Premier League,22.0,1516,29,3,6,9,3,0,1.3,4.8,1.3,6.1,213,69,286,1,0,0.179,0.357,0.077,73.2,1,1,Delantero Goleador,6.58,8.03,1.7
Marc Domenech,es ESP,FW,Mallorca,es La Liga,18.0,303,10,0,0,0,0,0,0.7,0.2,0.7,0.9,1,4,21,0,0,0.0,0.0,0.206,26.8,0,0,Mediocampista Creativo,0.62,0.38,-0.7
Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20.0,1281,24,3,2,5,3,0,2.2,0.8,2.2,3.1,50,32,123,0,0,0.211,0.141,0.155,60.5,1,0,Mediocampista Creativo,3.04,4.13,0.8
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23.0,1181,19,0,0,0,0,0,0.2,0.1,0.2,0.3,15,66,4,1,0,0.0,0.0,0.015,12.2,0,0,Mediocampista Creativo,0.14,0.23,-0.2
Nicolás Domínguez,ar ARG,MF,Nott'ham Forest,eng Premier League,26.0,1963,34,0,1,1,0,0,1.5,1.3,1.5,2.8,16,83,33,9,0,0.0,0.046,0.069,23.4,0,1,Delantero Goleador,2.72,1.49,-1.5
Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19.0,172,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,13,1,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.31,0.0,0.0
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19.0,842,12,0,0,0,0,0,0.4,0.7,0.4,1.2,41,34,83,3,1,0.0,0.0,0.043,12.5,0,0,Mediocampista Creativo,0.98,0.41,-0.4
Patrick Dorgu,dk DEN,DF,Lecce,it Serie A,19.0,1840,21,3,1,4,3,0,3.3,1.5,3.3,4.8,68,54,117,2,1,0.147,0.049,0.162,28.6,0,1,Delantero Goleador,5.0,4.15,-0.3
Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26.0,1335,22,2,2,4,2,0,1.0,1.1,1.0,2.1,13,57,21,5,1,0.135,0.135,0.068,36.0,1,0,Mediocampista Creativo,1.94,3.38,1.0
Alberto Dossena,it ITA,DF,Como,it Serie A,25.0,1825,23,0,2,2,0,0,0.8,0.7,0.8,1.5,4,36,1,1,1,0.0,0.099,0.039,16.6,0,0,Mediocampista Creativo,1.25,1.69,-0.8
Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31.0,2564,33,3,2,5,3,0,4.1,2.4,4.1,6.6,42,82,96,5,1,0.105,0.07,0.144,47.0,0,1,Delantero Goleador,6.67,5.91,-1.1
Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24.0,452,13,0,0,0,0,0,0.4,0.0,0.4,0.4,2,19,7,1,0,0.0,0.0,0.08,18.7,0,0,Mediocampista Creativo,0.14,0.09,-0.4
Désiré Doué,fr FRA,FW,Paris S-G,fr Ligue 1,19.0,1730,31,6,6,12,6,0,5.1,7.8,5.1,13.0,97,139,232,1,0,0.312,0.312,0.266,105.2,1,1,Delantero Goleador,13.25,12.36,0.9
Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,2717,32,1,2,3,1,0,0.8,0.7,0.8,1.5,51,173,54,7,0,0.033,0.066,0.026,20.2,1,1,Delantero Goleador,1.68,2.3,0.2
Douglas,br BRA,MF,Nantes,fr Ligue 1,27.0,2307,28,4,2,6,4,0,3.4,1.5,3.4,4.9,14,125,34,8,0,0.156,0.078,0.133,51.1,1,1,Delantero Goleador,5.03,5.48,0.6
Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,21.0,2639,31,1,1,2,1,0,0.6,1.1,0.6,1.6,20,116,9,7,0,0.034,0.034,0.02,18.1,1,1,Delantero Goleador,1.62,2.01,0.4
Issa Doumbia,it ITA,MF,Venezia,it Serie A,20.0,939,24,0,0,0,0,0,1.0,0.1,1.0,1.2,12,22,29,0,0,0.0,0.0,0.096,19.8,0,0,Mediocampista Creativo,0.92,0.24,-1.0
Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,21.0,1322,30,3,2,5,3,0,2.7,1.2,2.7,3.9,17,72,54,1,0,0.204,0.136,0.184,44.5,1,0,Mediocampista Creativo,3.92,4.78,0.3
Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24.0,580,13,2,2,4,2,0,2.5,1.1,2.5,3.7,8,6,36,1,0,0.312,0.312,0.391,53.8,0,0,Mediocampista Creativo,3.46,3.47,-0.5
Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24.0,700,20,3,1,4,3,0,4.4,0.2,4.4,4.7,6,6,43,2,0,0.385,0.128,0.564,62.2,0,0,Mediocampista Creativo,4.64,4.16,-1.4
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27.0,2418,32,12,2,14,10,2,11.9,2.4,10.3,12.7,24,16,175,0,0,0.446,0.074,0.442,152.2,1,1,Delantero Goleador,14.92,13.82,0.1
Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25.0,2151,27,1,0,1,1,0,0.6,1.1,0.6,1.7,29,66,29,12,0,0.042,0.0,0.025,24.5,1,1,Delantero Goleador,1.56,1.32,0.4
Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22.0,488,24,0,1,1,0,0,0.6,0.5,0.6,1.1,6,40,4,1,0,0.0,0.185,0.111,21.8,0,0,Mediocampista Creativo,0.89,1.05,-0.6
Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22.0,1252,16,0,0,0,0,0,0.1,0.4,0.1,0.5,7,37,2,1,0,0.0,0.0,0.007,12.1,0,0,Mediocampista Creativo,0.23,0.19,-0.1
Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19.0,357,8,0,0,0,0,0,0.1,0.0,0.1,0.1,2,16,2,2,0,0.0,0.0,0.025,12.1,0,0,Mediocampista Creativo,-0.19,0.0,-0.1
Domingos Duarte,pt POR,DF,Getafe,es La Liga,29.0,1859,22,1,0,1,1,0,0.2,0.1,0.2,0.3,3,47,3,4,2,0.048,0.0,0.01,15.8,1,0,Mediocampista Creativo,0.04,0.78,0.8
Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30.0,2418,32,8,8,16,7,1,10.1,8.5,8.5,17.0,26,86,166,3,0,0.297,0.297,0.375,140.2,0,1,Delantero Goleador,18.95,15.97,-2.1
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29.0,2395,28,1,3,4,1,0,1.0,3.2,1.0,4.2,23,117,26,12,1,0.038,0.113,0.038,33.3,0,1,Delantero Goleador,4.08,4.1,0.0
Duk,cv CPV,MF,Leganés,es La Liga,24.0,179,10,0,0,0,0,0,0.0,0.7,0.0,0.7,10,3,21,1,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,0.38,0.21,0.0
Denzel Dumfries,nl NED,DF,Inter,it Serie A,28.0,1865,28,7,2,9,7,0,5.4,3.2,5.4,8.6,55,51,173,4,0,0.338,0.097,0.261,47.3,1,1,Delantero Goleador,8.84,8.72,1.6
Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31.0,957,16,0,0,0,0,0,0.8,1.1,0.8,1.9,11,53,12,2,0,0.0,0.0,0.075,19.4,0,0,Mediocampista Creativo,1.71,0.66,-0.8
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32.0,2083,25,0,0,0,0,0,0.8,0.5,0.8,1.3,20,142,3,5,0,0.0,0.0,0.035,13.0,0,1,Delantero Goleador,1.32,0.42,-0.8
Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20.0,638,20,7,0,7,7,0,4.9,0.2,4.9,5.1,7,13,44,3,1,0.986,0.0,0.69,89.8,1,0,Mediocampista Creativo,5.2,5.81,2.1
Pablo Durán,es ESP,FW,Celta Vigo,es La Liga,23.0,1394,27,4,4,8,4,0,3.6,2.8,3.6,6.5,24,30,124,3,0,0.258,0.258,0.232,79.0,1,1,Delantero Goleador,6.36,7.5,0.4
Julien Duranville,be BEL,FW,Dortmund,de Bundesliga,18.0,283,12,0,0,0,0,0,0.2,0.3,0.2,0.6,16,7,33,3,0,0.0,0.0,0.065,25.5,0,0,Mediocampista Creativo,0.24,0.05,-0.2
Hugo Duro,es ESP,FW,Valencia,es La Liga,24.0,2166,31,11,2,13,10,1,9.4,1.3,8.6,9.9,13,28,88,5,0,0.456,0.083,0.39,138.5,1,1,Delantero Goleador,11.15,12.93,1.6
Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27.0,537,9,0,0,0,0,0,0.3,0.1,0.3,0.4,6,22,8,2,0,0.0,0.0,0.05,12.4,0,0,Mediocampista Creativo,0.14,0.14,-0.3
Paulo Dybala,ar ARG,FW,Roma,it Serie A,30.0,1417,24,6,3,9,3,3,6.4,5.0,4.0,9.0,41,79,122,2,0,0.382,0.191,0.408,97.2,0,1,Delantero Goleador,11.66,10.33,-0.4
Stefan Džodić,rs SRB,DF,Montpellier,fr Ligue 1,19.0,242,7,0,0,0,0,0,0.1,0.0,0.1,0.1,2,10,0,2,1,0.0,0.0,0.037,12.1,0,0,Mediocampista Creativo,-0.2,0.0,-0.1
Adam Dźwigała,pl POL,DF,St. Pauli,de Bundesliga,28.0,373,16,0,0,0,0,0,0.4,0.0,0.4,0.4,1,14,4,2,1,0.0,0.0,0.098,12.5,0,0,Mediocampista Creativo,0.12,0.05,-0.4
Aron Dønnum,no NOR,DF,Toulouse,fr Ligue 1,26.0,2689,32,2,2,4,2,0,2.1,4.6,2.1,6.7,94,126,142,6,0,0.067,0.067,0.07,25.3,0,1,Delantero Goleador,6.89,5.03,-0.1
Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25.0,90,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.0,0.0
Éderson,br BRA,MF,Atalanta,it Serie A,25.0,2881,37,4,1,5,4,0,4.1,4.3,4.1,8.4,40,216,79,5,1,0.125,0.031,0.128,49.7,0,1,Delantero Goleador,8.73,6.48,-0.1
Noah Edjouma,fr FRA,MF,Toulouse,fr Ligue 1,18.0,171,10,2,0,2,2,0,1.3,0.1,1.3,1.3,8,7,17,0,1,1.053,0.0,0.684,31.1,1,0,Mediocampista Creativo,1.21,1.35,0.7
Odsonne Édouard,fr FRA,MF,Crystal Palace,eng Premier League,26.0,115,2,0,0,0,0,0,0.4,0.0,0.4,0.4,3,4,7,0,0,0.0,0.0,0.308,18.7,0,0,Mediocampista Creativo,0.12,0.07,-0.4
Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26.0,1853,27,3,4,7,2,1,4.7,2.1,3.1,5.2,25,43,138,3,0,0.146,0.194,0.228,74.2,0,1,Delantero Goleador,6.9,6.78,-1.7
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27.0,2845,33,2,0,2,2,0,2.0,1.5,2.0,3.5,34,141,41,4,0,0.063,0.0,0.063,32.4,0,1,Delantero Goleador,3.61,2.69,0.0
Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29.0,2498,33,0,1,1,0,0,1.2,2.2,1.2,3.5,54,55,116,5,0,0.0,0.036,0.043,15.2,0,1,Delantero Goleador,3.33,1.8,-1.2
Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26.0,966,25,2,1,3,2,0,1.1,1.9,1.1,3.0,75,38,101,0,0,0.187,0.093,0.103,46.5,1,0,Mediocampista Creativo,3.02,2.87,0.9
Jeff Ekhator,it ITA,FW,Genoa,it Serie A,17.0,769,24,1,1,2,1,0,1.3,1.0,1.3,2.3,4,14,51,1,0,0.118,0.118,0.153,39.5,0,0,Mediocampista Creativo,2.06,1.9,-0.3
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22.0,2563,33,15,8,23,14,1,21.6,6.8,19.3,26.0,93,53,215,1,0,0.526,0.281,0.758,200.0,0,1,Delantero Goleador,29.96,25.1,-6.6
Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24.0,1892,34,3,2,5,3,0,2.8,1.3,2.8,4.1,34,72,86,2,0,0.143,0.095,0.133,44.6,1,1,Delantero Goleador,4.17,4.99,0.2
Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,20.0,697,18,0,0,0,0,0,0.0,0.0,0.0,0.0,13,20,24,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.26,0.02,0.0
Emmanuel Ekong,se SWE,MF,Empoli,it Serie A,22.0,186,15,0,0,0,0,0,0.1,0.1,0.1,0.2,8,5,19,1,0,0.0,0.0,0.048,18.2,0,0,Mediocampista Creativo,-0.09,0.02,-0.1
Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30.0,555,18,1,3,4,1,0,2.8,0.8,2.8,3.5,7,8,42,1,0,0.161,0.484,0.452,50.7,0,0,Mediocampista Creativo,3.49,3.71,-1.8
Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,2575,29,1,0,1,1,0,0.7,1.0,0.7,1.7,20,146,21,3,0,0.035,0.0,0.024,24.7,1,1,Delantero Goleador,1.69,1.48,0.3
Anthony Elanga,se SWE,FW,Nott'ham Forest,eng Premier League,22.0,2501,38,6,11,17,6,0,4.5,5.7,4.5,10.1,102,63,229,1,0,0.216,0.396,0.162,122.5,1,1,Delantero Goleador,10.45,13.82,1.5
Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26.0,170,8,1,0,1,1,0,1.1,0.2,1.1,1.3,9,5,22,0,0,0.526,0.0,0.579,35.2,0,0,Mediocampista Creativo,1.09,1.03,-0.1
